,id,abstract,keywords
147,"
saildrone_2017_arctic_flux
","
Saildrone 2017 Arctic Flux Data. NOAA Pacific Marine Environmental Laboratory (PMEL) data from a local source.
","['\ndata\n', '\nenvironmental\n', '\nflux\n', '\nlaboratory\n', '\nlatent\n', '\nmarine\n', '\nmin\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nsaildrone\n', '\nsensible\n', '\nt10\n', '\ntau\n', '\nNOAA PMEL\n', '\ntime\n', '\nlongitude\n', '\nlatitude\n']"
148,"
saildrone_2018_arctic_flux
","
Saildrone 2018 Arctic Flux Data. NOAA Pacific Marine Environmental Laboratory (PMEL) data from a local source.
","['\ndata\n', '\nenvironmental\n', '\nflux\n', '\nlaboratory\n', '\nlatent\n', '\nmarine\n', '\nmin\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nsaildrone\n', '\nsensible\n', '\nt10\n', '\ntau\n', '\nNOAA PMEL\n', '\ntime\n', '\nlongitude\n', '\nlatitude\n']"
149,"
saildrone_2019_arctic_flux
","
Saildrone 2019 Arctic Flux Data. NOAA Pacific Marine Environmental Laboratory (PMEL) data from a local source.
","['\ndata\n', '\nenvironmental\n', '\nflux\n', '\nlaboratory\n', '\nlatent\n', '\nmarine\n', '\nmin\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nsaildrone\n', '\nsensible\n', '\nt10\n', '\ntau\n', '\nNOAA PMEL\n', '\ntime\n', '\nlongitude\n', '\nlatitude\n']"
150,"
2020_arctic_nos_all
","
Arctic OCS Single Beam Mapping Global Telecommunications System (GTS) data. The Arctic OCS Single Beam Mapping mission is a Public-Private Partnership between Saildrone and the following research institutions: Terrasond NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to map the 20m and 50m isobaths along the North Slope of Alaska, surveying from north of Point Hope extending northeast to the border between the US and Canada.
","['\nair\n', '\narctic\n', '\natmosphere\n', '\natmospheric\n', '\nbeam\n', '\ncollection\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmapping\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnational\n', '\nnoaa\n', '\nnorthward\n', '\nnos\n', '\nocean\n', '\noceans\n', '\nocs\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nservice\n', '\nsignificant\n', '\nsingle\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\narctic_single_beam_mapping\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
151,"
sd1037
","
Arctic OCS Single Beam Mapping Global Telecommunications System (GTS) data. The Arctic OCS Single Beam Mapping mission is a Public-Private Partnership between Saildrone and the following research institutions: Terrasond NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to map the 20m and 50m isobaths along the North Slope of Alaska, surveying from north of Point Hope extending northeast to the border between the US and Canada.
","['\nair\n', '\narctic\n', '\natmosphere\n', '\natmospheric\n', '\nbeam\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmapping\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnational\n', '\nnoaa\n', '\nnorthward\n', '\nnos\n', '\nocean\n', '\noceans\n', '\nocs\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nservice\n', '\nsignificant\n', '\nsingle\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\narctic_single_beam_mapping\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
152,"
sd1055
","
Arctic OCS Single Beam Mapping Global Telecommunications System (GTS) data. The Arctic OCS Single Beam Mapping mission is a Public-Private Partnership between Saildrone and the following research institutions: Terrasond NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to map the 20m and 50m isobaths along the North Slope of Alaska, surveying from north of Point Hope extending northeast to the border between the US and Canada.
","['\nair\n', '\narctic\n', '\natmosphere\n', '\natmospheric\n', '\nbeam\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmapping\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnational\n', '\nnoaa\n', '\nnorthward\n', '\nnos\n', '\nocean\n', '\noceans\n', '\nocs\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nservice\n', '\nsignificant\n', '\nsingle\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\narctic_single_beam_mapping\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
153,"
sd1068
","
Arctic OCS Single Beam Mapping Global Telecommunications System (GTS) data. The Arctic OCS Single Beam Mapping mission is a Public-Private Partnership between Saildrone and the following research institutions: Terrasond NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to map the 20m and 50m isobaths along the North Slope of Alaska, surveying from north of Point Hope extending northeast to the border between the US and Canada.
","['\nair\n', '\narctic\n', '\natmosphere\n', '\natmospheric\n', '\nbeam\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmapping\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnational\n', '\nnoaa\n', '\nnorthward\n', '\nnos\n', '\nocean\n', '\noceans\n', '\nocs\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nservice\n', '\nsignificant\n', '\nsingle\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\narctic_single_beam_mapping\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
154,"
sd1069
","
Arctic OCS Single Beam Mapping Global Telecommunications System (GTS) data. The Arctic OCS Single Beam Mapping mission is a Public-Private Partnership between Saildrone and the following research institutions: Terrasond NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to map the 20m and 50m isobaths along the North Slope of Alaska, surveying from north of Point Hope extending northeast to the border between the US and Canada.
","['\nair\n', '\narctic\n', '\natmosphere\n', '\natmospheric\n', '\nbeam\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmapping\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnational\n', '\nnoaa\n', '\nnorthward\n', '\nnos\n', '\nocean\n', '\noceans\n', '\nocs\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nservice\n', '\nsignificant\n', '\nsingle\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\narctic_single_beam_mapping\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
155,"
fisheries_2020_all
","
The Bering Alaska Fisheries Science Center (AFSC) Pollock Survey mission is a Public-Private Partnership between Saildrone and the following research institutions: NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to mitigate the potential loss of survey information ordinarily collected with ships by providing an acoustic estimate of pollock abundance for use in fisheries management.
","['\nafsc\n', '\nair\n', '\nalaska\n', '\natmosphere\n', '\natmospheric\n', '\nbering\n', '\ncenter\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nfisheries\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnmfs\n', '\nnoaa\n', '\nnorthward\n', '\nocean\n', '\noceans\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npollock\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nsignificant\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsurvey\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\nbering_asfc_pollock_survey_2020\n', '\neastward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\nwind_speed_of_gust\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
156,"
sd1043
","
The Bering Alaska Fisheries Science Center (AFSC) Pollock Survey mission is a Public-Private Partnership between Saildrone and the following research institutions: NOAA and Pacific Marine Environmental Laboratory (PMEL). The primary goals for this mission is to mitigate the potential loss of survey information ordinarily collected with ships by providing an acoustic estimate of pollock abundance for use in fisheries management.
","['\nafsc\n', '\nair\n', '\nalaska\n', '\natmosphere\n', '\natmospheric\n', '\nbering\n', '\ncenter\n', '\ndata\n', '\ndensity\n', '\ndirection\n', '\ndominant\n', '\ndownward\n', '\ndrone\n', '\nearth\n', '\neastward\n', '\nenvironmental\n', '\nfiltered\n', '\nfisheries\n', '\nglobal\n', '\ngts\n', '\ngust\n', '\nhumidity\n', '\nlaboratory\n', '\nlevel\n', '\nmarine\n', '\nmaximum\n', '\nmeasurement\n', '\nmeasurements\n', '\nnmfs\n', '\nnoaa\n', '\nnorthward\n', '\nocean\n', '\noceans\n', '\npacific\n', '\nperiod\n', '\npmel\n', '\npollock\n', '\npractical\n', '\npressure\n', '\nrelative\n', '\nrms\n', '\nsaildrone\n', '\nsalinity\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nseconds\n', '\nsignificant\n', '\nskin\n', '\nspectra\n', '\nspectral\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\nsurvey\n', '\nsystem\n', '\ntelecommunications\n', '\ntemperature\n', '\ntrajectory\n', '\ntrajectory/drone\n', '\nvapor\n', '\nvariance\n', '\nvelocity\n', '\nwater\n', '\nwave\n', '\nwaves\n', '\nwind\n', '\nwinds\n', '\nwing\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Waves > Wave Spectra\n', '\nEarth Science > Oceans > Ocean Waves > Wave Period\n', '\nEarth Science > Oceans > Ocean Waves > Significant Wave Height\n', '\nEarth Science > Oceans > Ocean Temperature > Water Temperature\n', '\nEarth Science > Oceans > Ocean Temperature > Sea Surface Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\nbering_afsc_pollock_survey_2020\n', '\neastward_wind\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nnorthward_wind\n', '\ndownward_air_velocity\n', '\ndownward_air_velocity\n', '\nwind_speed\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_from_direction\n', '\nwind_speed_of_gust\n', '\nwind_speed_of_gust\n', '\nwind_measurement_height_filtered\n', '\nwind_measurement_height_rms\n', '\nair_temperature\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nair_pressure\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_skin_temperature\n', '\nsea_surface_wave_period_at_variance_spectral_density_maximum\n', '\nsea_surface_wave_significant_height\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nsea_water_practical_salinity\n', '\nsea_water_temperature\n', '\nsea_water_temperature\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n']"
